"id:ID","name",":LABEL"
"pub_journals/twc/KimLG11","Publication of Multi-Band Cognitive Radio Spectrum Sensing for Quality-of-Service Traffic.","ResearchPublication"
"pub_journals/pvldb/TangMYC19","Publication of Creating Top Ranking Options in the Continuous Option and Preference Space.","ResearchPublication"
"pub_journals/mr/HaniniA18","Publication of Electro thermal modeling of the power diode using Pspice.","ResearchPublication"
"pub_journals/cacm/Littman12","Publication of A new way to search game trees: technical perspective.","ResearchPublication"
"pub_journals/cj/AhmadD95","Publication of On the m-Way Graph Partitioning Problem.","ResearchPublication"
"pub_journals/cj/FlynnL85","Publication of Mapping from a Conceptual Schema to a Target Internal Schema.","ResearchPublication"
"pub_journals/frai/ZamprognoDHR23","Publication of A hybrid computational approach to anticipate individuals in sequential problem solving.","ResearchPublication"
"pub_journals/ijdet/TejedorMV08","Publication of An Online Virtual Laboratory of Electricity.","ResearchPublication"
"pub_journals/jfr/SakagamiKYMMSK23","Publication of Sediment penetration performance of a portable underwater robot for core sampling.","ResearchPublication"
"pub_journals/mis/Wang21j","Publication of Digital Design of Smart Museum Based on Artificial Intelligence.","ResearchPublication"
"pub_journals/vc/ShiYSPG10","Publication of Filling ","ResearchPublication"
"pub_journals/ijcse/YuWS19","Publication of Decomposition-based multi-objective comprehensive learning particle swarm optimisation.","ResearchPublication"
"pub_journals/crl/MongeonSASL21","Publication of Collection Development in the Era of Big Deals.","ResearchPublication"
"pub_journals/amai/KowalskiS11","Publication of Abductive logic programming agents with destructive databases.","ResearchPublication"
"pub_journals/chk/Bunnell17","Publication of An Invitation to Creative Reflection.","ResearchPublication"
"pub_journals/jds/TaylorBD20","Publication of Mandated assimilation of supply chain management systems and the role of channel governance mechanisms.","ResearchPublication"
"pub_journals/entropy/CremaschiniT23","Publication of Unconstrained Lagrangian Variational Principles for the Einstein Field Equations.","ResearchPublication"
"pub_journals/entropy/TuZJP18","Publication of Multiscale Distribution Entropy and t-Distributed Stochastic Neighbor Embedding-Based Fault Diagnosis of Rolling Bearings.","ResearchPublication"
"pub_journals/entropy/DobreGCC20","Publication of Beta Type Stirling Engine. Schmidt and Finite Physical Dimensions Thermodynamics Methods Faced to Experiments.","ResearchPublication"
"pub_journals/symmetry/OzisikSB23","Publication of Soliton Waves with the (3+1)-Dimensional Kadomtsev-Petviashvili-Boussinesq Equation in Water Wave Dynamics.","ResearchPublication"
"pub_journals/symmetry/CelantTM21","Publication of Total Effective Vascular Compliance of a Global Mathematical Model for the Cardiovascular System.","ResearchPublication"
"pub_journals/symmetry/HuZY19","Publication of A Unified Proximity Algorithm with Adaptive Penalty for Nuclear Norm Minimization.","ResearchPublication"
"pub_journals/jvcir/JiaSZW16","Publication of An image restoration model combining mixed L","ResearchPublication"
"pub_journals/jvcir/YuanLWZ14","Publication of Multiple kernel learning with NOn-conVex group spArsity.","ResearchPublication"
"pub_journals/nca/XieWHQZ21","Publication of Graph convolutional networks with attention for multi-label weather recognition.","ResearchPublication"
"pub_journals/orl/Xing02","Publication of A bin packing problem with over-sized items.","ResearchPublication"
"pub_journals/orl/LinYH98","Publication of Parallel machine scheduling to maximize the minimum load with nonsimultaneous machine available times.","ResearchPublication"
"pub_journals/scl/BaldeaT13","Publication of Nonlinear model predictive control of energy-integrated process systems.","ResearchPublication"
"pub_journals/sensors/UsamaE19","Publication of A Survey on Recent Trends and Open Issues in Energy Efficiency of 5G.","ResearchPublication"
"pub_journals/sensors/ZhangJLMH21","Publication of Design of a New Seismoelectric Logging Instrument.","ResearchPublication"
"pub_journals/patterns/ReeseUCCRCSGBFB21","Publication of KG-COVID-19: A Framework to Produce Customized Knowledge Graphs for COVID-19 Response.","ResearchPublication"
"pub_journals/kybernetika/LiuJL10","Publication of Rejection of nonharmonic disturbances in nonlinear systems.","ResearchPublication"
"pub_journals/kybernetika/Kucera91","Publication of Special issue: System Structure and Control. I.","ResearchPublication"
"pub_journals/jossw/Peeters18","Publication of Cadabra2: computer algebra for field theory revisited.","ResearchPublication"
"pub_journals/intpolrev/DencikRHW19","Publication of The 'golden view': data-driven governance in the scoring society.","ResearchPublication"
"pub_journals/chinaf/WuWBSYYZBWRWCH24","Publication of Investigation and mitigation of Mott neuronal oscillation fluctuation in spiking neural network.","ResearchPublication"
"pub_journals/peerj-cs/LuG24","Publication of Multi-grained alignment method based on stable topics in cross-social networks.","ResearchPublication"
"pub_journals/tcom/RossT91","Publication of An enhancement to blind equalization algorithms.","ResearchPublication"
"pub_journals/tgrs/SuZDD19","Publication of Kernel Collaborative Representation With Local Correlation Features for Hyperspectral Image Classification.","ResearchPublication"
"pub_journals/tgrs/ZhiWZYPSLZ19","Publication of FengYun-3 B Satellite Medium Resolution Spectral Imager Visible On-Board Calibrator Radiometric Output Degradation Analysis.","ResearchPublication"
"pub_journals/tgrs/MartinisTV11","Publication of Unsupervised Extraction of Flood-Induced Backscatter Changes in SAR Data Using Markov Image Modeling on Irregular Graphs.","ResearchPublication"
"pub_journals/tgrs/YanHDYWC23","Publication of STDMANet: Spatio-Temporal Differential Multiscale Attention Network for Small Moving Infrared Target Detection.","ResearchPublication"
"pub_journals/ijac/BrusamarelloFJ14","Publication of Classification of involutions on finitary incidence algebras.","ResearchPublication"
"pub_journals/jco/Cai99","Publication of Inverse Problems of Matroid Intersection.","ResearchPublication"
"pub_journals/cbm/dinDRA22","Publication of Breast cancer detection using deep learning: Datasets, methods, and challenges ahead.","ResearchPublication"
"pub_journals/cbm/XuYKWL19","Publication of Document-level attention-based BiLSTM-CRF incorporating disease dictionary for disease named entity recognition.","ResearchPublication"
"pub_journals/jcit/KarmakarB09","Publication of Privacy Preserving Data Mining Using Matrix Algebraic Approach.","ResearchPublication"
"pub_journals/tase/MengCMWM24a","Publication of Learning-Based Risk-Bounded Path Planning Under Environmental Uncertainty.","ResearchPublication"
"pub_journals/ajc/BachratyJ17","Publication of Classification of coset-preserving skew-morphisms of finite cyclic groups.","ResearchPublication"
"pub_journals/imt/PurwariantiTN07","Publication of Indonesian-Japanese Transitive Translation using English for CLIR.","ResearchPublication"
"pub_journals/csda/WieringaDGP09","Publication of Generalised Procrustes Analysis with optimal scaling: Exploring data from a power supplier.","ResearchPublication"
"pub_journals/tac/FangC00","Publication of Stability and instability of limit points for stochastic approximation algorithms.","ResearchPublication"
"pub_journals/tac/WuS13","Publication of On Easily Verifiable Conditions for the Existence of Common Linear Copositive Lyapunov Functions.","ResearchPublication"
"pub_journals/tac/LiangXWZ23","Publication of Decentralized Output-Feedback Control With Asymmetric One-Step Delayed Information.","ResearchPublication"
"pub_journals/tim/XueLCFS25","Publication of A Hybrid Data-Driven Model for Predicting NOx Concentration in a Cement Clinker Calcination System.","ResearchPublication"
"pub_journals/tim/GuptaMD05","Publication of Real-time identification and predictive control of fast mobile robots using global vision sensing.","ResearchPublication"
"pub_journals/cce/Sahinidis04","Publication of Optimization under uncertainty: state-of-the-art and opportunities.","ResearchPublication"
"pub_journals/ijim/ChechinaCT20","Publication of Modelling Traffic on Road Junctions on Parallel Computing Systems Using Cellular Automata Approach.","ResearchPublication"
"pub_journals/ijim/MentzelopoulosF16","Publication of Perceptual User Interface Framework for Immersive Information Retrieval Environments (An Experimental Framework for Testing and Rapid Iteration).","ResearchPublication"
"pub_journals/tele/DodooY21","Publication of Snapping and chatting away: Consumer motivations for and outcomes of interacting with Snapchat AR ad lens.","ResearchPublication"
"pub_journals/jips/FanG23","Publication of Personalized Recommendation Algorithm of Interior Design Style Based on Local Social Network.","ResearchPublication"
"pub_journals/imds/CaputoPS17","Publication of Modeling errors in parts supply processes for assembly lines feeding.","ResearchPublication"
"pub_journals/fuin/PaganiR10","Publication of Linearity, Non-determinism and Solvability.","ResearchPublication"
"pub_journals/cais/CarmelE06","Publication of Narratives that Software Nations Tell Themselves: An Exploration and Taxonomy.","ResearchPublication"
"pub_journals/imwut/XieLZXZLYRG22","Publication of TransFloor: Transparent Floor Localization for Crowdsourcing Instant Delivery.","ResearchPublication"
"pub_journals/todaes/HongHXLSZ23","Publication of Programmable In-memory Computing Circuit of Fast Hartley Transform.","ResearchPublication"
"pub_journals/spl/ReddyC25","Publication of Recovery of Signals on a Simplicial Complex From Subsampled Neighborhood Aggregations.","ResearchPublication"
"pub_journals/eor/JonesO08","Publication of Long-range timber supply planning for a vertically integrated paper mill.","ResearchPublication"
"pub_journals/eor/JohnsonM08","Publication of Outlier detection in two-stage semiparametric DEA models.","ResearchPublication"
"pub_journals/cas/NguyenT24","Publication of Intelligent Collectives: Impact of Independence on Collective Performance.","ResearchPublication"
"pub_journals/ijfcs/ChangLT09","Publication of Testing Embeddability between Metric Spaces.","ResearchPublication"
"pub_journals/pr/YanKS14","Publication of Modeling local behavior for predicting social interactions towards human tracking.","ResearchPublication"
"pub_journals/cys/Arechavaleta11","Publication of Optimizacin de Trayectorias para Sistemas Sujetos a Restricciones No Holnomas.","ResearchPublication"
"pub_journals/jkm/Lardon-LopezMG22","Publication of ""Social media technologies: a waste of time or a good way to learn and improve technological competences?"".","ResearchPublication"
"pub_journals/lmcs/Hardin05","Publication of Modularizing the Elimination of r=0 in Kleene Algebra.","ResearchPublication"
"pub_journals/jifs/LiZ15","Publication of A new dissimilarity measure between intuitionistic fuzzy sets and its application in multiple attribute decision making.","ResearchPublication"
"pub_journals/jcphy/SpietzHW18","Publication of A regularization method for solving the Poisson equation for mixed unbounded-periodic domains.","ResearchPublication"
"pub_journals/eInformatica/IqbalAAK20","Publication of Extending UML Use Case Diagrams to Represent Non-Interactive Functional Requirements.","ResearchPublication"
"pub_journals/iajit/HaratyG04","Publication of Arabic Text Recognition.","ResearchPublication"
"pub_journals/bmcbi/ZhangWCHLSZ19","Publication of PIXER: an automated particle-selection method based on segmentation using a deep neural network.","ResearchPublication"
"pub_journals/access/CastellanosCDTV22","Publication of Evaluation of Beamsteering Performance in MultiuserMIMO Unmanned Aerial Base Stations Networks.","ResearchPublication"
"pub_journals/access/garciaChavezSGMOST23","Publication of A Robust Sliding Mode and PI-Based Tracking Control for the MIMO DC/DC Buck Converter-Inverter-DC Motor System.","ResearchPublication"
"pub_journals/access/XiaoJ019","Publication of High-Level Video Event Modeling, Recognition, and Reasoning via Petri Net.","ResearchPublication"
"pub_journals/access/ZhouLWLZZ20","Publication of Capacity and Security Analysis of Multi-Mode Orbital Angular Momentum Communications.","ResearchPublication"
"pub_journals/access/LiZLZLWDW23","Publication of A Novel 32-Point Modulation Scheme of 6PolSK-QPSK Signal.","ResearchPublication"
"pub_journals/access/ZengMZDLZ21","Publication of Construction of a 3D Stratum Model Based on a Solid Model.","ResearchPublication"
"pub_journals/access/LiL22b","Publication of Design and Comparative Analysis on Real-Time Trade of Road Priority in Connected Traffic.","ResearchPublication"
"pub_journals/access/WangCDW24","Publication of Airport Visibility Classification Based on Multimodal Fusion of Image-Tabular Data.","ResearchPublication"
"pub_journals/access/HazanS19","Publication of Improving Grid-Based Location Prediction Algorithms by Speed and Direction Based Boosting.","ResearchPublication"
"pub_journals/ijon/ZhengLW09","Publication of New LMT-based delay-dependent criterion for global asymptotic stability of cellular neural networks.","ResearchPublication"
"pub_journals/ijon/ChamlalBO24","Publication of Maximal cliques-based hybrid high-dimensional feature selection with interaction screening for regression.","ResearchPublication"
"pub_journals/itp/NosekM97","Publication of Augmenting group sense making in ill-defined, emerging situations: Experiences, lessons learned and issues for future development.","ResearchPublication"
"pub_journals/itp/DestounisGMRST04","Publication of Designing for ease is designing for all: Experiences from a simplified office suite.","ResearchPublication"
"pub_journals/tog/FleishmanDC03","Publication of Bilateral mesh denoising.","ResearchPublication"
"pub_journals/tetc/WeiLLGY21","Publication of SDLSC-TA: Subarea Division Learning Based Task Allocation in Sparse Mobile Crowdsensing.","ResearchPublication"
"pub_journals/scn/ZhouNW21","Publication of Fine-Grained Attribute-Based Multikeyword Search for Shared Multiowner in Internet of Things.","ResearchPublication"
"pub_journals/siamma/CraigGLS18","Publication of Bloch Theory and Spectral Gaps for Linearized Water Waves.","ResearchPublication"
"pub_journals/jcam/KrukierMB09","Publication of Product-type skew-Hermitian triangular splitting iteration methods for strongly non-Hermitian positive definite linear systems.","ResearchPublication"
"pub_journals/ieicet/TakahashiIF19","Publication of Frequency-Domain EMI Simulation of Power Electronic Converter with Voltage-Source and Current-Source Noise Models.","ResearchPublication"
"pub_journals/ieicet/MatsumotoNS12","Publication of Blocked United Algorithm for the All-Pairs Shortest Paths Problem on Hybrid CPU-GPU Systems.","ResearchPublication"
"pub_journals/ieicet/TsujiUKS10","Publication of Accurate Estimation of the Number of Weak Coherent Signals.","ResearchPublication"
"pub_journals/ieicet/TanakaKT06","Publication of PMPATH: A Policy Routing System for Multihomed End-Hosts.","ResearchPublication"
"pub_journals/adcm/PangWL20","Publication of A cubic spline penalty for sparse approximation under tight frame balanced model.","ResearchPublication"
"pub_journals/ai/Lin01","Publication of On strongest necessary and weakest sufficient conditions.","ResearchPublication"
"pub_journals/amc/HanMD19","Publication of High-order stochastic symplectic partitioned Runge-Kutta methods for stochastic Hamiltonian systems with additive noise.","ResearchPublication"
"pub_journals/amc/LiuZW13","Publication of A collocation scheme for a certain Cauchy singular integral equation based on the superconvergence analysis.","ResearchPublication"
"pub_journals/amc/TanYCK23","Publication of An efficient time-dependent auxiliary variable approach for the three-phase conservative Allen-Cahn fluids.","ResearchPublication"
"pub_journals/jsac/ZhuHK22","Publication of Distributed Resource Optimization for NOMA Transmission in Beamforming SATCOM.","ResearchPublication"
"pub_journals/aei/ZhouDZL18","Publication of Topological mapping and assessment of multiple settlement time series in deep excavation: A complex network perspective.","ResearchPublication"
"pub_journals/aei/MaCHLZG24","Publication of Research on the low-dimensional visualization and identification method of the equipments conditions by cloud-based screening and hypergraph embedding.","ResearchPublication"
"pub_journals/tjs/LiuLHCZ25","Publication of Traffic target detection based on context enhancement and feature purification.","ResearchPublication"
"pub_journals/ijat/Furutani10","Publication of Proposal for Abrasive Layer Fabrication on Thin Wire by Electrical Discharge Machining.","ResearchPublication"
"pub_journals/tomacs/KawaiKTM17","Publication of A Virtual WLAN Device Model for High-Fidelity Wireless Network Emulation.","ResearchPublication"
"pub_journals/jrm/TakashimaONCNM24","Publication of Development and Application of Shape-Memory Polymer and Alloy Composite Sheets.","ResearchPublication"
"pub_journals/ieeesp/BishopF06","Publication of Who Owns Your Computer?","ResearchPublication"
"pub_journals/tie/MaTHPT24","Publication of Complex PQD Classification Using Time- Frequency Analysis and Multiscale Parallel Attention Residual Network.","ResearchPublication"
"pub_journals/oclc/Fox11","Publication of The golden mean.","ResearchPublication"
"pub_journals/fss/FungCT06","Publication of Estimating the functional relationships for quality function deployment under uncertainties.","ResearchPublication"
"pub_journals/jcde/ZhangYV21","Publication of Transient performance of a solar humidification-dehumidification desalination system based on hollow fiber membrane.","ResearchPublication"
"pub_journals/iacr/ChalkiasBHLNS18","Publication of Blockchained Post-Quantum Signatures.","ResearchPublication"
"pub_journals/pieee/HartungK99","Publication of Multimedia watermarking techniques.","ResearchPublication"
"pub_journals/iotj/AsieduMSKL20","Publication of Beamforming and Resource Allocation for Multiuser Full-Duplex Wireless-Powered Communications in IoT Networks.","ResearchPublication"
"pub_journals/iotj/NiuLCZXNLA23","Publication of Joint Beamforming Design for Secure RIS-Assisted IoT Networks.","ResearchPublication"
"pub_journals/iotj/LiSCL17","Publication of Building/Environment Data/Information Enabled Location Specificity and Indoor Positioning.","ResearchPublication"
"pub_journals/ploscb/YpmaB16","Publication of Statistical Analysis of Tract-Tracing Experiments Demonstrates a Dense, Complex Cortical Network in the Mouse.","ResearchPublication"
"pub_journals/ploscb/RaketGSIM16","Publication of Separating Timing, Movement Conditions and Individual Differences in the Analysis of Human Movement.","ResearchPublication"
"pub_journals/scjapan/KuroyanagiI05","Publication of A competitive learning neural network for auditory information processing using the pulsed neuron model.","ResearchPublication"
"pub_journals/micro/X01i","Publication of Product Summary.","ResearchPublication"
"pub_journals/tii/MarauLVMAPF08","Publication of Performing Flexible Control on Low-Cost Microcontrollers Using a Minimal Real-Time Kernel.","ResearchPublication"
"pub_journals/fs/Schachermayer03","Publication of A super-martingale property of the optimal portfolio process.","ResearchPublication"
"pub_journals/ijcim/ChenSC15","Publication of Capacity planning for integrated circuit final test plants.","ResearchPublication"
"pub_journals/topnoc/AndreKLPP19","Publication of Parametric Verification: An Introduction.","ResearchPublication"
"pub_journals/ijmi/LiuEKCPBH21","Publication of Developing a maturity model for cancer multidisciplinary teams.","ResearchPublication"
"pub_journals/na/Watson06","Publication of Fitting enclosing cylinders to data in ","ResearchPublication"
"pub_journals/mktsci/MayzlinS11","Publication of Uninformative Advertising as an Invitation to Search.","ResearchPublication"
"pub_journals/lre/LeacockC03","Publication of C-rater: Automated Scoring of Short-Answer Questions.","ResearchPublication"
"pub_journals/jors/AlcarazMR22","Publication of Ranking ranges in cross-efficiency evaluations: A metaheuristic approach.","ResearchPublication"
"pub_journals/oms/DuranC08","Publication of Parameter optimization for differential equations in asset price forecasting.","ResearchPublication"
"pub_journals/rfc/rfc1454","Publication of Comparison of Proposals for Next Version of IP.","ResearchPublication"
"pub_journals/rfc/rfc2757","Publication of Long Thin Networks.","ResearchPublication"
"pub_journals/staeors/KwakPF14","Publication of Near Real-Time Flood Volume Estimation From MODIS Time-Series Imagery in the Indus River Basin.","ResearchPublication"
"pub_journals/tcns/DekaDMS22","Publication of Tractable Learning in Underexcited Power Grids.","ResearchPublication"
"pub_journals/tit/Krzyzak90","Publication of On estimation of a class of nonlinear systems by the kernel regression estimate.","ResearchPublication"
"pub_journals/bc/IchinoseA01","Publication of Detection of mutual determinism between a pair of spike trains.","ResearchPublication"
"pub_journals/ram/MoradiKPMFSR13","Publication of Service robotics (the rise and bloom of service robots) [tc spotlight].","ResearchPublication"
"pub_journals/jasss/BoeroCS04","Publication of Micro Behavioural Attitudes and Macro Technological Adaptation in Industrial Districts: an Agent-Based Prototype.","ResearchPublication"
"pub_journals/siamsc/WillertKKP13","Publication of Hybrid Deterministic/Monte Carlo Neutronics.","ResearchPublication"
"pub_journals/ppna/MaWCYM14","Publication of A research on dynamic allocation of network resources based on P2P traffic planning.","ResearchPublication"
"pub_journals/sivp/KovacM23","Publication of Finger vein recognition: utilization of adaptive gabor filters in the enhancement stage combined with SIFT/SURF-based feature extraction.","ResearchPublication"
"pub_journals/arc/DownsS11","Publication of An industrial and academic perspective on plantwide control.","ResearchPublication"
"pub_journals/eswa/SadeghiDZ21","Publication of Combined ensemble multi-class SVM and fuzzy NSGA-II for trend forecasting and trading in Forex markets.","ResearchPublication"
"pub_journals/cssc/OzkaleA23","Publication of Bootstrap selection of ridge regularization parameter: a comparative study via a simulation study.","ResearchPublication"
"pub_journals/csysl/WangWLL24","Publication of Output-Constrained Switching Anti-Windup Compensation for Aero-Engines With Asymmetric Input Saturation.","ResearchPublication"
"pub_journals/bioinformatics/KimCSZ23","Publication of Robust genetic model-based SNP-set association test using CauchyGM.","ResearchPublication"
"pub_journals/bioinformatics/AulchenkoRID07","Publication of GenABEL: an R library for genome-wide association analysis.","ResearchPublication"
"pub_journals/bioinformatics/SuzekWHMW15","Publication of UniRef clusters: a comprehensive and scalable alternative for improving sequence similarity searches.","ResearchPublication"
"pub_journals/alr/SaitoMHI20","Publication of Visualization of dynamic structure in flocking behavior.","ResearchPublication"
"pub_journals/dam/BermudoHMV24","Publication of The Geometric-Arithmetic index of trees with a given total domination number.","ResearchPublication"
"pub_journals/saem/ZhangKBT14","Publication of Enhanced bearing fault detection and degradation analysis based on narrowband interference cancellation.","ResearchPublication"
"pub_journals/ior/ShiO00","Publication of Nested Partitions Method for Global Optimization.","ResearchPublication"
"pub_journals/tcad/ZhouDZZLL0GCC19","Publication of Addressing Sparsity in Deep Neural Networks.","ResearchPublication"
"pub_journals/tcad/MukherjeeFBL12","Publication of Efficient Identification of Unstable Loops in Large Linear Analog Integrated Circuits.","ResearchPublication"
"pub_journals/mta/GuptaSS17","Publication of Multimedia tool as a predictor for social media advertising- a YouTube way.","ResearchPublication"
"pub_journals/mta/HafizBH23","Publication of Image classification using convolutional neural network tree ensembles.","ResearchPublication"
"pub_journals/mta/AliTDIK21","Publication of Classical and modern face recognition approaches: a complete review.","ResearchPublication"
"pub_journals/mta/HuangRJY22","Publication of Single-channel EEG automatic sleep staging based on transition optimized HMM.","ResearchPublication"
"pub_journals/mta/LiZHT16","Publication of Guest Editorial: Large-Scale Multimedia Content Analysis on Social Media.","ResearchPublication"
"pub_journals/mta/RabeeMM18","Publication of Blind JPEG steganalysis based on DCT coefficients differences.","ResearchPublication"
"pub_journals/vldb/MedjahedBBNE03","Publication of Business-to-business interactions: issues and enabling technologies.","ResearchPublication"
"pub_journals/cmpb/YanSSYMCCC22","Publication of SegNet-based left ventricular MRI segmentation for the diagnosis of cardiac hypertrophy and myocardial infarction.","ResearchPublication"
"pub_journals/cmpb/KalinliSAO13","Publication of Performance comparison of machine learning methods for prognosis of hormone receptor status in breast cancer tissue samples.","ResearchPublication"
"pub_journals/dke/SnodgrassDCCJ08","Publication of Validating quicksand: Temporal schema versioning in tauXSchema.","ResearchPublication"
"pub_journals/dke/KontopoulosBA08","Publication of Deploying defeasible logic rule bases for the semantic web.","ResearchPublication"
"pub_journals/combinatorics/Saldanha21","Publication of Domino Tilings of Cylinders: Connected Components under Flips and Normal Distribution of the Twist.","ResearchPublication"
"pub_journals/jcb/DewWS05","Publication of A Tool for Analyzing Mate Pairs in Assemblies (TAMPA).","ResearchPublication"
"pub_journals/displays/LiangYSD25","Publication of SPFusion: A multi-task semantic perception infrared and visible light fusion method with quality assessment.","ResearchPublication"
"pub_journals/urban/YabeTSU22","Publication of Early warning of COVID-19 hotspots using human mobility and web search query data.","ResearchPublication"
"pub_journals/jaihc/SinghG22","Publication of Some novel q-rung orthopair fuzzy correlation coefficients based on the statistical viewpoint with their applications.","ResearchPublication"
"pub_journals/dm/ChenCCLL24","Publication of Ramsey properties for V-shaped posets in the Boolean lattice.","ResearchPublication"
"pub_journals/dm/Rotem81","Publication of Stack sortable permutations.","ResearchPublication"
"pub_journals/lgrs/ChenWFLCYZY24","Publication of An Innovative Real-Time Nonlinear Frequency Modulation Signal Generator for Airborne SAR.","ResearchPublication"
"pub_journals/jpdc/ShestakCMS12","Publication of Probabilistic resource allocation in heterogeneous distributed systems with random failures.","ResearchPublication"
"pub_journals/jpdc/PlazaVPM06","Publication of Commodity cluster-based parallel processing of hyperspectral imagery.","ResearchPublication"
"pub_journals/mcss/CostaD88","Publication of Approximations for optimal stopping of a piecewise-deterministic process.","ResearchPublication"
"pub_journals/jcsc/AbdiDAR19","Publication of Slew Rate and Transient Response Enhancement in MOLDO with Modifying Error Amplifier Structure.","ResearchPublication"
"pub_journals/kais/ReddyRKT23","Publication of Enhanced U-Net segmentation with ensemble convolutional neural network for automated skin disease classification.","ResearchPublication"
"pub_journals/tits/LiuLWWYS23","Publication of Fuel Rate Prediction for Heavy-Duty Trucks.","ResearchPublication"
"pub_journals/tits/DaiZYCZDC22","Publication of Dynamic Scheduling, Operation Control and Their Integration in High-Speed Railways: A Review of Recent Research.","ResearchPublication"
"pub_journals/isci/KhreichGMS12","Publication of A survey of techniques for incremental learning of HMM parameters.","ResearchPublication"
"pub_journals/isci/Forgionne02","Publication of Selecting rail grade crossing investments with a decision support system.","ResearchPublication"
"pub_journals/tce/Haan00","Publication of Progress in motion estimation for consumer video format conversion.","ResearchPublication"
"pub_journals/jsis/Lee12","Publication of The coevolution of IT innovation and copyright institutions: The development of the mobile music business in Japan and Korea.","ResearchPublication"
"pub_journals/cma/YangL09","Publication of A multiplicative multisplitting method for solving the linear complementarity problem.","ResearchPublication"
"pub_journals/cma/LuDL10","Publication of The numerical simulation of periodic solutions for a predator-prey system.","ResearchPublication"
"pub_journals/istr/RahbariniaPLL14","Publication of PeerRush: Mining for unwanted P2P traffic.","ResearchPublication"
"pub_journals/cnsns/WuY24","Publication of A soft Lasso model for the motion of a ball falling in the non-Newtonian fluid.","ResearchPublication"
"pub_journals/tcas/MengJDY09","Publication of Robust Design of a Class of Time-Delay Iterative Learning Control Systems With Initial Shifts.","ResearchPublication"
"pub_journals/bspc/PengS23","Publication of The multimodal MRI brain tumor segmentation based on AD-Net.","ResearchPublication"
"pub_journals/cea/KimSKKLLHNPL21","Publication of DEM simulation for draft force prediction of moldboard plow according to the tillage depth in cohesive soil.","ResearchPublication"
"pub_journals/cea/LiuZJZRTW22","Publication of Prediction of laying hen house odor concentrations using machine learning models based on small sample data.","ResearchPublication"
"pub_journals/it/GusgenF88","Publication of Programmieren mit Constraints / Programming with Constraints.","ResearchPublication"
"pub_journals/wc/TaoJLXQL19","Publication of QoE Driven Resource Allocation in Next Generation Wireless Networks.","ResearchPublication"
"pub_journals/wc/PanagiotakisA02","Publication of Intelligent service mediation for supporting advanced location and mobility-aware service provisioning in reconfigurable mobile networks.","ResearchPublication"
"pub_journals/complexity/Peng22","Publication of Regional Economy Using Hybrid Sequence-to-Sequence-Based Deep Learning Approach.","ResearchPublication"
"pub_journals/dcg/Suk13","Publication of Disjoint Edges in Complete Topological Graphs.","ResearchPublication"
"pub_journals/sigarch/Dongarra88","Publication of Performance of various computers using standard linear equations software in a FORTRAN environment.","ResearchPublication"
"pub_journals/corr/abs-1808-10476","Publication of Impact of Device Orientation on Error Performance of LiFi Systems.","ResearchPublication"
"pub_journals/corr/abs-1301-2258","Publication of Instrumentality Tests Revisited","ResearchPublication"
"pub_journals/corr/LuYC16","Publication of Doubly Stochastic Neighbor Embedding on Spheres.","ResearchPublication"
"pub_journals/corr/abs-2202-09935","Publication of In the Arms of a Robot: Designing Autonomous Hugging Robots with Intra-Hug Gestures.","ResearchPublication"
"pub_journals/corr/abs-2409-05385","Publication of Towards Building a Robust Knowledge Intensive Question Answering Model with Large Language Models.","ResearchPublication"
"pub_journals/corr/abs-2212-09314","Publication of Bounds on Mixed Codes with Finite Alphabets.","ResearchPublication"
"pub_journals/corr/abs-2304-04217","Publication of The Study of Highway for Lifelong Multi-Agent Path Finding.","ResearchPublication"
"pub_journals/corr/abs-2007-08777","Publication of A direct reconstruction algorithm for the anisotropic inverse conductivity problem based on Caldern's method in the plane.","ResearchPublication"
"pub_journals/corr/abs-2501-10768","Publication of MAPS: Advancing Multi-Modal Reasoning in Expert-Level Physical Science.","ResearchPublication"
"pub_journals/corr/abs-2401-03257","Publication of RustNeRF: Robust Neural Radiance Field with Low-Quality Images.","ResearchPublication"
"pub_journals/corr/abs-2401-05709","Publication of Probability-based Distance Estimation Model for 3D DV-Hop Localization in WSNs.","ResearchPublication"
"pub_journals/corr/abs-2412-20993","Publication of Efficiently Serving LLM Reasoning Programs with Certaindex.","ResearchPublication"
"pub_journals/corr/abs-2110-03726","Publication of Bisimulations for Neural Network Reduction.","ResearchPublication"
"pub_journals/corr/abs-0911-2974","Publication of A Dynamic Near-Optimal Algorithm for Online Linear Programming","ResearchPublication"
"pub_journals/corr/abs-2410-01658","Publication of Smaller Confidence Intervals From IPW Estimators via Data-Dependent Coarsening.","ResearchPublication"
"pub_journals/corr/abs-1708-05347","Publication of Two weight Z","ResearchPublication"
"pub_journals/corr/abs-2207-00048","Publication of Privacy-preserving Graph Analytics: Secure Generation and Federated Learning.","ResearchPublication"
"pub_journals/corr/abs-2502-03321","Publication of Simplifying Formal Proof-Generating Models with ChatGPT and Basic Searching Techniques.","ResearchPublication"
"pub_journals/corr/abs-2105-09481","Publication of Localization and Control of Magnetic Suture Needles in Cluttered Surgical Site with Blood and Tissue.","ResearchPublication"
"pub_journals/corr/Pandey15","Publication of A note on linear fractional set packing problem.","ResearchPublication"
"pub_journals/corr/abs-2312-08976","Publication of Entity-Augmented Code Generation.","ResearchPublication"
