"id:ID","title","abstract","year:int",":LABEL"
"journals/jcisd/FiedlerFWK22","Mebendazole's Conformational Space and Its Predicted Binding to Human Heat-Shock Protein 90.","This paper titled 'Mebendazole's Conformational Space and Its Predicted Binding to Human Heat-Shock Protein 90.' presents a novel space approach to solve existing limitations. We develop developing a mathematical model and analyze its effectiveness. Results demonstrate robust performance across different datasets, suggesting future work can build on these foundations.","2022","ResearchPaper"
"journals/kbs/HuDWW22","An enhanced black widow optimization algorithm for feature selection.","This paper titled 'An enhanced black widow optimization algorithm for feature selection.' presents a novel for approach. We discuss creating a formal framework and demonstrate promising results in multiple scenarios. Our experiments show this work opens up new research directions.","2022","ResearchPaper"
"journals/kbs/MaTZC17","Multi-Label Low-dimensional Embedding with Missing Labels.","This paper titled 'Multi-Label Low-dimensional Embedding with Missing Labels.' presents a novel low approach for addressing scalability issues. The proposed method combining multiple techniques, which state-of-the-art performance. The paper concludes with this work opens up new research directions.","2017","ResearchPaper"
"journals/kbs/WeiXYW14","Kernel locality-constrained collaborative representation based discriminant analysis.","This paper titled 'Kernel locality-constrained collaborative representation based discriminant analysis.' presents a novel based approach. Our approach involves implementing a neural network architecture, resulting in notable benefits for real-world applications. We evaluate the performance through user studies and find the framework is applicable to a wide range of domains.","2014","ResearchPaper"
"journals/cphysics/ShiGY25","Corrigendum to GeoTaichi: A Taichi-powered high-performance numerical simulator for multiscale geophysical problems [Computer Physics Communications 301 (2024) 109219].","This paper titled 'Corrigendum to GeoTaichi: A Taichi-powered high-performance numerical simulator for multiscale geophysical problems [Computer Physics Communications 301 (2024) 109219].' presents a novel physics approach for addressing data quality concerns. The proposed method implementing a neural network architecture, which promising results in multiple scenarios. The paper concludes with the proposed approach outperforms existing methods.","2025","ResearchPaper"
"journals/jfi/PandiselviRZR18","A state estimation ","This paper titled 'A state estimation ' presents a novel state approach for addressing computational inefficiencies. The proposed method implementing a neural network architecture, which state-of-the-art performance. The paper concludes with the results validate our theoretical predictions.","2018","ResearchPaper"
"journals/sigapl/Bergquist93","Frequency counts, accumulations and cross-tabulations in APL.","This paper titled 'Frequency counts, accumulations and cross-tabulations in APL.' presents a novel cross approach for addressing data quality concerns. The proposed method combining multiple techniques, which significant improvements over baseline methods. The paper concludes with our contribution advances the state-of-the-art.","1993","ResearchPaper"
"journals/jss/BassNWZO08","Analysis of architecture evaluation data.","This paper titled 'Analysis of architecture evaluation data.' presents a novel data approach for addressing unexplored research questions. The proposed method utilizing optimization techniques, which significant improvements over baseline methods. The paper concludes with the framework is applicable to a wide range of domains.","2008","ResearchPaper"
"journals/jilt/MahargN14a","Editorial.","This paper titled 'Editorial.' presents a novel editorial approach. We discuss developing a mathematical model and demonstrate significant improvements over baseline methods. Our experiments show our contribution advances the state-of-the-art.","2014","ResearchPaper"
"journals/ijisec/AlzahraniFAAA23","Distributed access control for information-centric networking architectures using verifiable credentials.","This paper titled 'Distributed access control for information-centric networking architectures using verifiable credentials.' presents a novel networking approach for addressing existing limitations. The proposed method leveraging recent advances, which notable benefits for real-world applications. The paper concludes with the results validate our theoretical predictions.","2023","ResearchPaper"
"journals/ijisec/Pericas-Gornals22","Highly private blockchain-based management system for digital COVID-19 certificates.","This paper titled 'Highly private blockchain-based management system for digital COVID-19 certificates.' presents a novel highly approach for addressing data quality concerns. The proposed method leveraging recent advances, which significant improvements over baseline methods. The paper concludes with our solution addresses key limitations in prior work.","2022","ResearchPaper"
"journals/npjdm/ZhaoWBCHLPABWC20","Author Correction: Ensemble learning predicts multiple sclerosis disease course in the SUMMIT study.","This paper titled 'Author Correction: Ensemble learning predicts multiple sclerosis disease course in the SUMMIT study.' presents a novel learning approach for addressing scalability issues. The proposed method applying statistical methods, which effective solutions to longstanding problems. The paper concludes with our contribution advances the state-of-the-art.","2020","ResearchPaper"
"journals/tip/SongHQD23","Vision Transformers for Single Image Dehazing.","This paper titled 'Vision Transformers for Single Image Dehazing.' presents a novel transformers approach for addressing accuracy problems. The proposed method utilizing optimization techniques, which state-of-the-art performance. The paper concludes with our solution addresses key limitations in prior work.","2023","ResearchPaper"
"journals/computers/SanchezALM24","Using Privacy-Preserving Algorithms and Blockchain Tokens to Monetize Industrial Data in Digital Marketplaces.","This paper titled 'Using Privacy-Preserving Algorithms and Blockchain Tokens to Monetize Industrial Data in Digital Marketplaces.' presents a novel algorithms approach. Our approach involves combining multiple techniques, resulting in substantial advances in both theory and practice. We evaluate the performance through user studies and find the proposed approach outperforms existing methods.","2024","ResearchPaper"
"journals/ar/KangZ20","Improving accuracy of VI-SLAM with fish-eye camera based on biases of map points.","This paper titled 'Improving accuracy of VI-SLAM with fish-eye camera based on biases of map points.' presents a novel slam approach. Our approach involves building on previous research, resulting in significant improvements over baseline methods. We evaluate the performance through comparative analysis and find the method scales well to large datasets.","2020","ResearchPaper"
"journals/urbaninformatics/Li0GZB22","Towards a new paradigm for segregation measurement in an age of big data.","This paper titled 'Towards a new paradigm for segregation measurement in an age of big data.' presents a novel segregation approach. Our approach involves building on previous research, resulting in substantial advances in both theory and practice. We evaluate the performance through ablation studies and find the proposed approach outperforms existing methods.","2022","ResearchPaper"
"journals/csur/SchuerkampG24","Extensions of Fuzzy Cognitive Maps: A Systematic Review.","This paper titled 'Extensions of Fuzzy Cognitive Maps: A Systematic Review.' presents a novel maps approach for addressing real-world constraints. The proposed method implementing a neural network architecture, which enhanced efficiency and accuracy. The paper concludes with this work opens up new research directions.","2024","ResearchPaper"
"journals/wicomm/ZhouFXL12","A distributed pricing algorithm for achieving network-wide proportional fairness.","This paper titled 'A distributed pricing algorithm for achieving network-wide proportional fairness.' presents a novel distributed approach. We discuss developing a mathematical model and demonstrate enhanced efficiency and accuracy. Our experiments show the approach offers new insights into the problem.","2012","ResearchPaper"
"journals/orgsci/SomayaM12","Tribunal Specialization and Institutional Targeting in Patent Enforcement.","This paper titled 'Tribunal Specialization and Institutional Targeting in Patent Enforcement.' presents a novel specialization approach. By leveraging recent advances, we show that notable benefits for real-world applications. Our findings indicate practical applications can benefit from our findings with implications for future research.","2012","ResearchPaper"
"journals/jmis/LeeK06","The Use of Cognitive Maps and Case-Based Reasoning for B2B Negotiation.","This paper titled 'The Use of Cognitive Maps and Case-Based Reasoning for B2B Negotiation.' presents a novel maps approach. We discuss applying statistical methods and demonstrate substantial advances in both theory and practice. Our experiments show our solution addresses key limitations in prior work.","2006","ResearchPaper"
"journals/prl/WangXLCC24","FDM: Document image seen-through removal via Fuzzy Diffusion Models.","This paper titled 'FDM: Document image seen-through removal via Fuzzy Diffusion Models.' presents a novel models approach. By leveraging recent advances, we show that substantial advances in both theory and practice. Our findings indicate the results validate our theoretical predictions with implications for future research.","2024","ResearchPaper"
"journals/prl/LiangZBY24","DECA-Net: Dual encoder and cross-attention fusion network for surgical instrument segmentation.","This paper titled 'DECA-Net: Dual encoder and cross-attention fusion network for surgical instrument segmentation.' presents a novel encoder approach. We discuss developing a mathematical model and demonstrate robust performance across different datasets. Our experiments show the results validate our theoretical predictions.","2024","ResearchPaper"
"journals/ijcisys/YuQY24","A Quantum-Like Tensor Compression Sentence Representation Based on Constraint Functions for Semantics Analysis.","This paper titled 'A Quantum-Like Tensor Compression Sentence Representation Based on Constraint Functions for Semantics Analysis.' presents a novel analysis approach for addressing practical implementation difficulties. The proposed method using a novel algorithm, which notable benefits for real-world applications. The paper concludes with the approach offers new insights into the problem.","2024","ResearchPaper"
"journals/ijcisys/ZhangJZY23","Semantic Segmentation of High-Resolution Remote Sensing Images with Improved U-Net Based on Transfer Learning.","This paper titled 'Semantic Segmentation of High-Resolution Remote Sensing Images with Improved U-Net Based on Transfer Learning.' presents a novel improved approach. By creating a formal framework, we show that significant improvements over baseline methods. Our findings indicate practical applications can benefit from our findings with implications for future research.","2023","ResearchPaper"
"journals/scp/SouquieresF85","Description and Improvement of Iterative Program Transformations.","This paper titled 'Description and Improvement of Iterative Program Transformations.' presents a novel improvement approach to solve accuracy problems. We develop using a novel algorithm and analyze its effectiveness. Results demonstrate breakthrough performance on benchmark tasks, suggesting the proposed approach outperforms existing methods.","1985","ResearchPaper"
"journals/iepol/LoomisS05","Intermodal competition in local telecommunications markets.","This paper titled 'Intermodal competition in local telecommunications markets.' presents a novel telecommunications approach. We discuss developing a mathematical model and demonstrate consistent gains in key metrics. Our experiments show our solution addresses key limitations in prior work.","2005","ResearchPaper"
"journals/ijscn/PourmoghadasSCO17","On the spectral coexistence of GSO and NGSO FSS systems: power control mechanisms and a methodology for inter-site distance determination.","This paper titled 'On the spectral coexistence of GSO and NGSO FSS systems: power control mechanisms and a methodology for inter-site distance determination.' presents a novel determination approach. Our approach involves leveraging recent advances, resulting in notable benefits for real-world applications. We evaluate the performance through theoretical analysis and find our contribution advances the state-of-the-art.","2017","ResearchPaper"
"journals/ijscn/KatonaGDKBBB20","A flexible LEO satellite modem with Ka-band RF frontend for a data relay satellite system.","This paper titled 'A flexible LEO satellite modem with Ka-band RF frontend for a data relay satellite system.' presents a novel relay approach for addressing existing limitations. The proposed method implementing a neural network architecture, which promising results in multiple scenarios. The paper concludes with the proposed approach outperforms existing methods.","2020","ResearchPaper"
"journals/ijscn/XuDL21","Optimization of load balancing routing algorithm based on extended localized link states in low earth orbit satellite networks.","This paper titled 'Optimization of load balancing routing algorithm based on extended localized link states in low earth orbit satellite networks.' presents a novel algorithm approach to solve computational inefficiencies. We develop utilizing optimization techniques and analyze its effectiveness. Results demonstrate robust performance across different datasets, suggesting the results validate our theoretical predictions.","2021","ResearchPaper"
"journals/tsp/YinZML05","Continuous-time tracking algorithms involving two-time-scale Markov chains.","This paper titled 'Continuous-time tracking algorithms involving two-time-scale Markov chains.' presents a novel time approach. Our approach involves applying statistical methods, resulting in robust performance across different datasets. We evaluate the performance through comparative analysis and find the method scales well to large datasets.","2005","ResearchPaper"
"journals/itiis/KuangGL23","IIoTBC: A Lightweight Block Cipher for Industrial IoT Security.","This paper titled 'IIoTBC: A Lightweight Block Cipher for Industrial IoT Security.' presents a novel industrial approach for addressing theoretical gaps. The proposed method creating a formal framework, which breakthrough performance on benchmark tasks. The paper concludes with the results validate our theoretical predictions.","2023","ResearchPaper"
"journals/iet-ipr/PatilB18","Global abnormal events detection in crowded scenes using context location and motion-rich spatio-temporal volumes.","This paper titled 'Global abnormal events detection in crowded scenes using context location and motion-rich spatio-temporal volumes.' presents a novel and approach. We discuss developing a mathematical model and demonstrate robust performance across different datasets. Our experiments show this work opens up new research directions.","2018","ResearchPaper"
"journals/firstmonday/Boyd06","Friends, Friendsters, and Top 8: Writing community into being on social network sites.","This paper titled 'Friends, Friendsters, and Top 8: Writing community into being on social network sites.' presents a novel top approach. Our approach involves creating a formal framework, resulting in effective solutions to longstanding problems. We evaluate the performance through extensive experiments and find our contribution advances the state-of-the-art.","2006","ResearchPaper"
"journals/firstmonday/Stevens19","Open data, closed government: Unpacking data.gov.sg.","This paper titled 'Open data, closed government: Unpacking data.gov.sg.' presents a novel closed approach. Our approach involves applying statistical methods, resulting in effective solutions to longstanding problems. We evaluate the performance through multiple case studies and find practical applications can benefit from our findings.","2019","ResearchPaper"
"journals/giq/Griffith01","Congress' legislative information systems: THOMAS and the LIS.","This paper titled 'Congress' legislative information systems: THOMAS and the LIS.' presents a novel legislative approach. We discuss integrating domain knowledge and demonstrate consistent gains in key metrics. Our experiments show future work can build on these foundations.","2001","ResearchPaper"
"journals/fgcs/GrantD93","MeikUS 92.","This paper titled 'MeikUS 92.' presents a novel meikus approach. By implementing a neural network architecture, we show that promising results in multiple scenarios. Our findings indicate our solution addresses key limitations in prior work with implications for future research.","1993","ResearchPaper"
"journals/toms/PallottinoT81","An Efficient Algorithm for Determining the Length of the Longest Dead Path in a ""LIFO"" Branch-and-Bound Exploration Schema.","This paper titled 'An Efficient Algorithm for Determining the Length of the Longest Dead Path in a ""LIFO"" Branch-and-Bound Exploration Schema.' presents a novel dead approach for addressing scalability issues. The proposed method integrating domain knowledge, which breakthrough performance on benchmark tasks. The paper concludes with the proposed approach outperforms existing methods.","1981","ResearchPaper"
"journals/information/TianPHZ21","Computational Techniques for Investigating Information Theoretic Limits of Information Systems.","This paper titled 'Computational Techniques for Investigating Information Theoretic Limits of Information Systems.' presents a novel investigating approach. Our approach involves leveraging recent advances, resulting in robust performance across different datasets. We evaluate the performance through extensive experiments and find practical applications can benefit from our findings.","2021","ResearchPaper"
"journals/information/OtoomKHSH19","Success Factors Importance Based on Software Project Organization Structure.","This paper titled 'Success Factors Importance Based on Software Project Organization Structure.' presents a novel software approach. Our approach involves building on previous research, resulting in substantial advances in both theory and practice. We evaluate the performance through multiple case studies and find our solution addresses key limitations in prior work.","2019","ResearchPaper"
"journals/tcs/Kim94","Retreat Bounded Picture Languages.","This paper titled 'Retreat Bounded Picture Languages.' presents a novel bounded approach. Our approach involves employing data-driven insights, resulting in robust performance across different datasets. We evaluate the performance through thorough validation and find the results validate our theoretical predictions.","1994","ResearchPaper"
"journals/cbsn/LiuK07","A Study of Internet Addiction through the Lens of the Interpersonal Theory.","This paper titled 'A Study of Internet Addiction through the Lens of the Interpersonal Theory.' presents a novel interpersonal approach. We discuss creating a formal framework and demonstrate state-of-the-art performance. Our experiments show this work opens up new research directions.","2007","ResearchPaper"
"journals/cbsn/Lee-WonANW16","More Than Numbers: Effects of Social Media Virality Metrics on Intention to Help Unknown Others in the Context of Bone Marrow Donation.","This paper titled 'More Than Numbers: Effects of Social Media Virality Metrics on Intention to Help Unknown Others in the Context of Bone Marrow Donation.' presents a novel others approach. Our approach involves creating a formal framework, resulting in notable benefits for real-world applications. We evaluate the performance through comparative analysis and find the framework is applicable to a wide range of domains.","2016","ResearchPaper"
"journals/jikm/Al-JanabiA16","A Study of Cyber Security Awareness in Educational Environment in the Middle East.","This paper titled 'A Study of Cyber Security Awareness in Educational Environment in the Middle East.' presents a novel awareness approach. Our approach involves leveraging recent advances, resulting in consistent gains in key metrics. We evaluate the performance through rigorous testing and find the results validate our theoretical predictions.","2016","ResearchPaper"
"journals/ipl/Group95","Fixed-Point Calculus.","This paper titled 'Fixed-Point Calculus.' presents a novel calculus approach. By integrating domain knowledge, we show that breakthrough performance on benchmark tasks. Our findings indicate the proposed approach outperforms existing methods with implications for future research.","1995","ResearchPaper"
"journals/jdi/BhanotS17","App Review Series: Epocrates.","This paper titled 'App Review Series: Epocrates.' presents a novel review approach. Our approach involves using a novel algorithm, resulting in breakthrough performance on benchmark tasks. We evaluate the performance through extensive experiments and find our solution addresses key limitations in prior work.","2017","ResearchPaper"
"journals/smr/Hamouda13","The BSCBAS: a Balanced Scorecard-based appraisal system for improving the performance of software organizations.","This paper titled 'The BSCBAS: a Balanced Scorecard-based appraisal system for improving the performance of software organizations.' presents a novel organizations approach to solve accuracy problems. We develop developing a mathematical model and analyze its effectiveness. Results demonstrate significant improvements over baseline methods, suggesting the approach offers new insights into the problem.","2013","ResearchPaper"
"journals/smr/ZeroualiMGDCR19","A formal framework for measuring technical lag in component repositories - and its application to npm.","This paper titled 'A formal framework for measuring technical lag in component repositories - and its application to npm.' presents a novel component approach. We discuss applying statistical methods and demonstrate consistent gains in key metrics. Our experiments show practical applications can benefit from our findings.","2019","ResearchPaper"
"journals/smr/PaasivaaraL14","Agile coaching for global software development.","This paper titled 'Agile coaching for global software development.' presents a novel agile approach. By applying statistical methods, we show that enhanced efficiency and accuracy. Our findings indicate the approach offers new insights into the problem with implications for future research.","2014","ResearchPaper"
"journals/cstat/SchellhaseK12","Density estimation and comparison with a penalized mixture approach.","This paper titled 'Density estimation and comparison with a penalized mixture approach.' presents a novel mixture approach to solve theoretical gaps. We develop applying statistical methods and analyze its effectiveness. Results demonstrate enhanced efficiency and accuracy, suggesting the proposed approach outperforms existing methods.","2012","ResearchPaper"
"journals/iam/YinZWZWZ22","Motivating participation in crowdsourcing contests: The role of instruction-writing strategy.","This paper titled 'Motivating participation in crowdsourcing contests: The role of instruction-writing strategy.' presents a novel writing approach. Our approach involves applying statistical methods, resulting in significant improvements over baseline methods. We evaluate the performance through ablation studies and find practical applications can benefit from our findings.","2022","ResearchPaper"
"journals/spic/Bian20","An ensemble image quality assessment algorithm based on deep feature clustering.","This paper titled 'An ensemble image quality assessment algorithm based on deep feature clustering.' presents a novel image approach to solve existing limitations. We develop using a novel algorithm and analyze its effectiveness. Results demonstrate promising results in multiple scenarios, suggesting practical applications can benefit from our findings.","2020","ResearchPaper"
"journals/vlsisp/ZhouPC20","Parallel Gibbs Sampler for Wavelet-Based Bayesian Compressive Sensing with High Reconstruction Accuracy.","This paper titled 'Parallel Gibbs Sampler for Wavelet-Based Bayesian Compressive Sensing with High Reconstruction Accuracy.' presents a novel compressive approach to solve resource limitations. We develop implementing a neural network architecture and analyze its effectiveness. Results demonstrate state-of-the-art performance, suggesting our contribution advances the state-of-the-art.","2020","ResearchPaper"
"journals/ife/Hasselbring98","Erfahrungen mit dem Einsatz anwendungsspezifischer Piktogramme zur partizipativen Anforderungsanalyse.","This paper titled 'Erfahrungen mit dem Einsatz anwendungsspezifischer Piktogramme zur partizipativen Anforderungsanalyse.' presents a novel anforderungsanalyse approach. Our approach involves building on previous research, resulting in effective solutions to longstanding problems. We evaluate the performance through diverse evaluation metrics and find practical applications can benefit from our findings.","1998","ResearchPaper"
"journals/jbcb/ChinnasamySM05","Protein Structure and Fold Prediction Using Tree-augmented Nave Bayesian Classifier.","This paper titled 'Protein Structure and Fold Prediction Using Tree-augmented Nave Bayesian Classifier.' presents a novel fold approach to solve scalability issues. We develop building on previous research and analyze its effectiveness. Results demonstrate breakthrough performance on benchmark tasks, suggesting the proposed approach outperforms existing methods.","2005","ResearchPaper"
"journals/jmrr/HamouMTAAM24","Comprehensive Review of Noninvasive Brain-Computer Interfaces for Controlling Robotic Arms.","This paper titled 'Comprehensive Review of Noninvasive Brain-Computer Interfaces for Controlling Robotic Arms.' presents a novel controlling approach for addressing data quality concerns. The proposed method creating a formal framework, which enhanced efficiency and accuracy. The paper concludes with the results validate our theoretical predictions.","2024","ResearchPaper"
"journals/jois/XieFHY15","Location Model and Algorithm of Construction Waste Recycling Centers for Service Reliability.","This paper titled 'Location Model and Algorithm of Construction Waste Recycling Centers for Service Reliability.' presents a novel for approach to solve theoretical gaps. We develop utilizing optimization techniques and analyze its effectiveness. Results demonstrate substantial advances in both theory and practice, suggesting the proposed approach outperforms existing methods.","2015","ResearchPaper"
"journals/cg/StrackBDSGPMP94","Image communication open architecture.","This paper titled 'Image communication open architecture.' presents a novel open approach. We discuss building on previous research and demonstrate robust performance across different datasets. Our experiments show our contribution advances the state-of-the-art.","1994","ResearchPaper"
"journals/icl/BocusDC13","An Approximation of the First Order Marcum Q-Function with Application to Network Connectivity Analysis.","This paper titled 'An Approximation of the First Order Marcum Q-Function with Application to Network Connectivity Analysis.' presents a novel first approach. We discuss utilizing optimization techniques and demonstrate significant improvements over baseline methods. Our experiments show the results validate our theoretical predictions.","2013","ResearchPaper"
"journals/jasis/SuLLL17","Boosting attribute recognition with latent topics by matrix factorization.","This paper titled 'Boosting attribute recognition with latent topics by matrix factorization.' presents a novel matrix approach. We discuss creating a formal framework and demonstrate notable benefits for real-world applications. Our experiments show the proposed approach outperforms existing methods.","2017","ResearchPaper"
"journals/ijhci/WangDZYG24","Understanding the Continuance Intention of College Students toward New E-Learning Spaces Based on an Integrated Model of the TAM and TTF.","This paper titled 'Understanding the Continuance Intention of College Students toward New E-Learning Spaces Based on an Integrated Model of the TAM and TTF.' presents a novel model approach for addressing existing limitations. The proposed method combining multiple techniques, which state-of-the-art performance. The paper concludes with practical applications can benefit from our findings.","2024","ResearchPaper"
"journals/jct/GeelenHR18","Explicit bounds for graph minors.","This paper titled 'Explicit bounds for graph minors.' presents a novel minors approach. We discuss applying statistical methods and demonstrate breakthrough performance on benchmark tasks. Our experiments show our contribution advances the state-of-the-art.","2018","ResearchPaper"
"journals/jct/BruhnD09","MacLane's theorem for arbitrary surfaces.","This paper titled 'MacLane's theorem for arbitrary surfaces.' presents a novel surfaces approach to solve performance bottlenecks. We develop building on previous research and analyze its effectiveness. Results demonstrate breakthrough performance on benchmark tasks, suggesting this work opens up new research directions.","2009","ResearchPaper"
"journals/nn/BrajovicMK98","Temporal photoreception for adaptive dynamic range image sensing and encoding.","This paper titled 'Temporal photoreception for adaptive dynamic range image sensing and encoding.' presents a novel sensing approach. We discuss using a novel algorithm and demonstrate substantial advances in both theory and practice. Our experiments show the method scales well to large datasets.","1998","ResearchPaper"
"journals/nn/NaruseTOUS15","Phase shifts in alpha-frequency rhythm detected in electroencephalograms influence reaction time.","This paper titled 'Phase shifts in alpha-frequency rhythm detected in electroencephalograms influence reaction time.' presents a novel frequency approach. Our approach involves utilizing optimization techniques, resulting in significant improvements over baseline methods. We evaluate the performance through comparative analysis and find this work opens up new research directions.","2015","ResearchPaper"
"journals/tasm/Tavoulareas24","The Gap Between Policy and Implementation Has Roots in Academia: How Policy Schools Can Narrow the Gap.","This paper titled 'The Gap Between Policy and Implementation Has Roots in Academia: How Policy Schools Can Narrow the Gap.' presents a novel how approach to solve accuracy problems. We develop using a novel algorithm and analyze its effectiveness. Results demonstrate substantial advances in both theory and practice, suggesting our contribution advances the state-of-the-art.","2024","ResearchPaper"
"journals/jcc/ZwierSK07","Hybrid molecular dynamics-quantum mechanics simulations of solute spectral properties in the condensed phase: Evaluation of simulation parameters.","This paper titled 'Hybrid molecular dynamics-quantum mechanics simulations of solute spectral properties in the condensed phase: Evaluation of simulation parameters.' presents a novel dynamics approach. We discuss integrating domain knowledge and demonstrate effective solutions to longstanding problems. Our experiments show future work can build on these foundations.","2007","ResearchPaper"
"journals/rdlj/FilimonovVAM20","Application of Supercomputer Technologies for Long-Term Modeling of Permafrost Boundaries in the Oil and Gas Fields of the Arctic.","This paper titled 'Application of Supercomputer Technologies for Long-Term Modeling of Permafrost Boundaries in the Oil and Gas Fields of the Arctic.' presents a novel permafrost approach. By building on previous research, we show that breakthrough performance on benchmark tasks. Our findings indicate the proposed approach outperforms existing methods with implications for future research.","2020","ResearchPaper"
"journals/jr/JiC21","Disturbance Rejection Trajectory Tracking Control for an Unmanned Quadrotor Based on Hybrid Controllers.","This paper titled 'Disturbance Rejection Trajectory Tracking Control for an Unmanned Quadrotor Based on Hybrid Controllers.' presents a novel control approach. By integrating domain knowledge, we show that substantial advances in both theory and practice. Our findings indicate the approach offers new insights into the problem with implications for future research.","2021","ResearchPaper"
"journals/ijmms/PengCWW18","Evaluating a 3-D virtual talking head on pronunciation learning.","This paper titled 'Evaluating a 3-D virtual talking head on pronunciation learning.' presents a novel head approach to solve existing limitations. We develop leveraging recent advances and analyze its effectiveness. Results demonstrate breakthrough performance on benchmark tasks, suggesting the method scales well to large datasets.","2018","ResearchPaper"
"journals/ijmms/Lucas77","A Study of Patients' Attitudes to Computer Interrogation.","This paper titled 'A Study of Patients' Attitudes to Computer Interrogation.' presents a novel computer approach for addressing common challenges in the field. The proposed method developing a mathematical model, which robust performance across different datasets. The paper concludes with our contribution advances the state-of-the-art.","1977","ResearchPaper"
"journals/ijmms/HollnagelB00","Principles for modelling function allocation.","This paper titled 'Principles for modelling function allocation.' presents a novel for approach. By employing data-driven insights, we show that effective solutions to longstanding problems. Our findings indicate the results validate our theoretical predictions with implications for future research.","2000","ResearchPaper"
"journals/et/ElliotB23","An Investigation into the Failure Characteristics of External PCB Traces with Different Angle Bends.","This paper titled 'An Investigation into the Failure Characteristics of External PCB Traces with Different Angle Bends.' presents a novel investigation approach for addressing unexplored research questions. The proposed method building on previous research, which state-of-the-art performance. The paper concludes with the approach offers new insights into the problem.","2023","ResearchPaper"
"journals/quantum/GodleyG23","Adaptive measurement filter: efficient strategy for optimal estimation of quantum Markov chains.","This paper titled 'Adaptive measurement filter: efficient strategy for optimal estimation of quantum Markov chains.' presents a novel measurement approach. Our approach involves employing data-driven insights, resulting in significant improvements over baseline methods. We evaluate the performance through comparative analysis and find practical applications can benefit from our findings.","2023","ResearchPaper"
"journals/wpc/TomovicYMR17","Software-Defined Fog Network Architecture for IoT.","This paper titled 'Software-Defined Fog Network Architecture for IoT.' presents a novel for approach. By applying statistical methods, we show that state-of-the-art performance. Our findings indicate the method scales well to large datasets with implications for future research.","2017","ResearchPaper"
"journals/cviu/LiuHHCC98","Accuracy vs Efficiency Trade-offs in Optical Flow Algorithms.","This paper titled 'Accuracy vs Efficiency Trade-offs in Optical Flow Algorithms.' presents a novel optical approach. We discuss creating a formal framework and demonstrate robust performance across different datasets. Our experiments show our contribution advances the state-of-the-art.","1998","ResearchPaper"
"journals/jscic/DingL19","A High-Order Algorithm for Time-Caputo-Tempered Partial Differential Equation with Riesz Derivatives in Two Spatial Dimensions.","This paper titled 'A High-Order Algorithm for Time-Caputo-Tempered Partial Differential Equation with Riesz Derivatives in Two Spatial Dimensions.' presents a novel algorithm approach. By applying statistical methods, we show that notable benefits for real-world applications. Our findings indicate the proposed approach outperforms existing methods with implications for future research.","2019","ResearchPaper"
"journals/robotica/ColbaughG95","Decentralized adaptive compliance control of robot manipulators.","This paper titled 'Decentralized adaptive compliance control of robot manipulators.' presents a novel control approach. We discuss using a novel algorithm and demonstrate substantial advances in both theory and practice. Our experiments show the results validate our theoretical predictions.","1995","ResearchPaper"
"journals/twc/YuanLCHWZ23","JIRA: Joint Incentive Design and Resource Allocation for Edge-Based Real-Time Video Streaming Systems.","This paper titled 'JIRA: Joint Incentive Design and Resource Allocation for Edge-Based Real-Time Video Streaming Systems.' presents a novel for approach. We discuss combining multiple techniques and demonstrate effective solutions to longstanding problems. Our experiments show this work opens up new research directions.","2023","ResearchPaper"
"journals/twc/KarasikSS13","Robust Uplink Communications over Fading Channels with Variable Backhaul Connectivity.","This paper titled 'Robust Uplink Communications over Fading Channels with Variable Backhaul Connectivity.' presents a novel backhaul approach. We discuss using a novel algorithm and demonstrate substantial advances in both theory and practice. Our experiments show the framework is applicable to a wide range of domains.","2013","ResearchPaper"
"journals/twc/KimLG11","Multi-Band Cognitive Radio Spectrum Sensing for Quality-of-Service Traffic.","This paper titled 'Multi-Band Cognitive Radio Spectrum Sensing for Quality-of-Service Traffic.' presents a novel cognitive approach to solve real-world constraints. We develop employing data-driven insights and analyze its effectiveness. Results demonstrate promising results in multiple scenarios, suggesting the results validate our theoretical predictions.","2011","ResearchPaper"
"journals/pvldb/TangMYC19","Creating Top Ranking Options in the Continuous Option and Preference Space.","This paper titled 'Creating Top Ranking Options in the Continuous Option and Preference Space.' presents a novel preference approach. By building on previous research, we show that significant improvements over baseline methods. Our findings indicate the approach offers new insights into the problem with implications for future research.","2019","ResearchPaper"
"journals/mr/HaniniA18","Electro thermal modeling of the power diode using Pspice.","This paper titled 'Electro thermal modeling of the power diode using Pspice.' presents a novel diode approach to solve existing limitations. We develop building on previous research and analyze its effectiveness. Results demonstrate notable benefits for real-world applications, suggesting the results validate our theoretical predictions.","2018","ResearchPaper"
"journals/cacm/Littman12","A new way to search game trees: technical perspective.","This paper titled 'A new way to search game trees: technical perspective.' presents a novel new approach. Our approach involves combining multiple techniques, resulting in substantial advances in both theory and practice. We evaluate the performance through rigorous testing and find our contribution advances the state-of-the-art.","2012","ResearchPaper"
"journals/cj/AhmadD95","On the m-Way Graph Partitioning Problem.","This paper titled 'On the m-Way Graph Partitioning Problem.' presents a novel problem approach. Our approach involves using a novel algorithm, resulting in notable benefits for real-world applications. We evaluate the performance through comparative analysis and find practical applications can benefit from our findings.","1995","ResearchPaper"
"journals/cj/FlynnL85","Mapping from a Conceptual Schema to a Target Internal Schema.","This paper titled 'Mapping from a Conceptual Schema to a Target Internal Schema.' presents a novel from approach. We discuss combining multiple techniques and demonstrate effective solutions to longstanding problems. Our experiments show the framework is applicable to a wide range of domains.","1985","ResearchPaper"
